id,text,sentiment,text_original,tokens
27071,للعلم هؤلاء المستفيدين الاعفاءات الجمركيه المحتكرين جماعه اخنوش الاحرار الاصاله المعاصره,négatif,للعلم هؤلاء المستفيدين الاعفاءات الجمركيه المحتكرين جماعه اخنوش الاحرار الاصاله المعاصره,"['للعلم', 'هؤلاء', 'المستفيدين', 'الاعفاءات', 'الجمركيه', 'المحتكرين', 'جماعه', 'اخنوش', 'الاحرار', 'الاصاله', 'المعاصره']"
27072,عطاك الله الصحه معطتيش شئ حلول,négatif,عطاك الله الصحه معطتيش شئ حلول,"['عطاك', 'الله', 'الصحه', 'معطتيش', 'شئ', 'حلول']"
27073,فضلك حلقه علي سبب غلاء اسعار السمك المغرب رغم الواجهه البحريه الطويييله,négatif,فضلك حلقه علي سبب غلاء اسعار السمك المغرب رغم الواجهه البحريه الطويييله,"['فضلك', 'حلقه', 'علي', 'سبب', 'غلاء', 'اسعار', 'السمك', 'المغرب', 'رغم', 'الواجهه', 'البحريه', 'الطويييله']"
27074,الاستفاده الوحيده الفيديو المتحكم الوحيد والرئيسي فالاثمنه البلاد المواطن المغربي يعني يعطي قيمه لراسو الحاجه بغيتيها تنقص فالثمن خليها ماتشريهاش 15 يوم ولا شهر غادي طيح فالثمن مايمكنش مول الضيعه تاع اي منتوج يخلي عندو الكسيبه وتبقي تاكل ليه ويصرف حتي لدرجه غايبيع باقل ثمن باش يحيدها,négatif,الاستفاده الوحيده الفيديو المتحكم الوحيد والرئيسي فالاثمنه البلاد المواطن المغربي يعني يعطي قيمه لراسو الحاجه بغيتيها تنقص فالثمن خليها ماتشريهاش 15 يوم ولا شهر غادي طيح فالثمن مايمكنش مول الضيعه تاع اي منتوج يخلي عندو الكسيبه وتبقي تاكل ليه ويصرف حتي لدرجه غايبيع باقل ثمن باش يحيدها,"['الاستفاده', 'الوحيده', 'الفيديو', 'المتحكم', 'الوحيد', 'والرئيسي', 'فالاثمنه', 'البلاد', 'المواطن', 'المغربي', 'يعني', 'يعطي', 'قيمه', 'لراسو', 'الحاجه', 'بغيتيها', 'تنقص', 'فالثمن', 'خليها', 'ماتشريهاش', '15', 'يوم', 'ولا', 'شهر', 'غادي', 'طيح', 'فالثمن', 'مايمكنش', 'مول', 'الضيعه', 'تاع', 'اي', 'منتوج', 'يخلي', 'عندو', 'الكسيبه', 'وتبقي', 'تاكل', 'ليه', 'ويصرف', 'حتي', 'لدرجه', 'غايبيع', 'باقل', 'ثمن', 'باش', 'يحيدها']"
27075,المهم، الخلاصه الفيديو اخنوش الاربعين حرامي السبب,négatif,المهم، الخلاصه الفيديو اخنوش الاربعين حرامي السبب,"['المهم،', 'الخلاصه', 'الفيديو', 'اخنوش', 'الاربعين', 'حرامي', 'السبب']"
27076,tbarek allah 3lik allah i3tikom se7a,positif,tbarek allah 3lik allah i3tikom se7a,"['tbarek', 'allah', '3lik', 'allah', 'i3tikom', 'se7a']"
27077,الله يعطيكم الصحه,positif,الله يعطيكم الصحه,"['الله', 'يعطيكم', 'الصحه']"
27078,العالم الثالث ياكل بعضه بعضا,négatif,العالم الثالث ياكل بعضه بعضا,"['العالم', 'الثالث', 'ياكل', 'بعضه', 'بعضا']"
27079,مجهود رائع ومفصل ولا يمكن الا اقول دائما الامام بالتوفيق والنجاح واشكر فريق العمل ديالكم اقترح موضوع سبب هجره اليد العامله المانيا,positif,مجهود رائع ومفصل ولا يمكن الا اقول دائما الامام بالتوفيق والنجاح واشكر فريق العمل ديالكم اقترح موضوع سبب هجره اليد العامله المانيا,"['مجهود', 'رائع', 'ومفصل', 'ولا', 'يمكن', 'الا', 'اقول', 'دائما', 'الامام', 'بالتوفيق', 'والنجاح', 'واشكر', 'فريق', 'العمل', 'ديالكم', 'اقترح', 'موضوع', 'سبب', 'هجره', 'اليد', 'العامله', 'المانيا']"
27080,درت فيديو علي الدجاج الرومي دخلو تشوفوه,neutre,درت فيديو علي الدجاج الرومي دخلو تشوفوه,"['درت', 'فيديو', 'علي', 'الدجاج', 'الرومي', 'دخلو', 'تشوفوه']"
27081,chrito lyoum 22 dh kg 17226,neutre,chrito lyoum 22 dh kg 17226,"['chrito', 'lyoum', '22', 'dh', 'kg', '17226']"
27082,ݣالها وهبي فنظام راس مالي السلطه لاصحاب راوس الاموال دايرين عصابه وتايفرسو فينا,négatif,ݣالها وهبي فنظام راس مالي السلطه لاصحاب راوس الاموال دايرين عصابه وتايفرسو فينا,"['ݣالها', 'وهبي', 'فنظام', 'راس', 'مالي', 'السلطه', 'لاصحاب', 'راوس', 'الاموال', 'دايرين', 'عصابه', 'وتايفرسو', 'فينا']"
27083,الجواب فلاح صغير منعه مشروع بيت تسمين,négatif,الجواب فلاح صغير منعه مشروع بيت تسمين,"['الجواب', 'فلاح', 'صغير', 'منعه', 'مشروع', 'بيت', 'تسمين']"
27084,copi coli نسخه الدحيح التقليد حله جديده,négatif,copi coli نسخه الدحيح التقليد حله جديده,"['copi', 'coli', 'نسخه', 'الدحيح', 'التقليد', 'حله', 'جديده']"
27085,الدوله مافيا,négatif,الدوله مافيا,"['الدوله', 'مافيا']"
27086,سلام عليكم اخ مصطفيعندي الملاحظه باب المحبه الله يحفضك العناوين الصور المصغره thumbnails اللخره ازمه الدواجن ولا فلوسك الرادار، كيعطيو الاحساس الخلعه وكاننا داخلين علي كارثه الله يحفظ، وهذا يقدر يخلي المشاهد يتردد يكليكيحنا ولفنا عطيني عقلك التحليل الرزين والذكاء، ماشي البوز الخلعه كنتمني توازن شويه جذب الانتباه وبين الصوره الايجابيه والمتفائله وشكرا,négatif,سلام عليكم اخ مصطفيعندي الملاحظه باب المحبه الله يحفضك العناوين الصور المصغره thumbnails اللخره ازمه الدواجن ولا فلوسك الرادار، كيعطيو الاحساس الخلعه وكاننا داخلين علي كارثه الله يحفظ، وهذا يقدر يخلي المشاهد يتردد يكليكيحنا ولفنا عطيني عقلك التحليل الرزين والذكاء، ماشي البوز الخلعه كنتمني توازن شويه جذب الانتباه وبين الصوره الايجابيه والمتفائله وشكرا,"['سلام', 'عليكم', 'اخ', 'مصطفيعندي', 'الملاحظه', 'باب', 'المحبه', 'الله', 'يحفضك', 'العناوين', 'الصور', 'المصغره', 'thumbnails', 'اللخره', 'ازمه', 'الدواجن', 'ولا', 'فلوسك', 'الرادار،', 'كيعطيو', 'الاحساس', 'الخلعه', 'وكاننا', 'داخلين', 'علي', 'كارثه', 'الله', 'يحفظ،', 'وهذا', 'يقدر', 'يخلي', 'المشاهد', 'يتردد', 'يكليكيحنا', 'ولفنا', 'عطيني', 'عقلك', 'التحليل', 'الرزين', 'والذكاء،', 'ماشي', 'البوز', 'الخلعه', 'كنتمني', 'توازن', 'شويه', 'جذب', 'الانتباه', 'وبين', 'الصوره', 'الايجابيه', 'والمتفائله', 'وشكرا']"
27087,راائع واااصل,positif,راائع واااصل,"['راائع', 'واااصل']"
27088,حسبنا الله ونعم الوكيل,négatif,حسبنا الله ونعم الوكيل,"['حسبنا', 'الله', 'ونعم', 'الوكيل']"
27089,لعلف 220dh 50kg,neutre,لعلف 220dh 50kg,"['لعلف', '220dh', '50kg']"
27090,الله ينصر سيدنا,positif,الله ينصر سيدنا,"['الله', 'ينصر', 'سيدنا']"
27091,مشكله الكوفديراليه هير هما رجال اعمال برلمانيين وزاراء بارونات محرمه علي الداخليه,négatif,مشكله الكوفديراليه هير هما رجال اعمال برلمانيين وزاراء بارونات محرمه علي الداخليه,"['مشكله', 'الكوفديراليه', 'هير', 'هما', 'رجال', 'اعمال', 'برلمانيين', 'وزاراء', 'بارونات', 'محرمه', 'علي', 'الداخليه']"
27092,الشركه الكوفيديراليه حاليا مزارعها شرات مزارع المربين تهرسو تبيع الفلوس 10 12 الدرهم للمربي العادي طايح دراهم تربي فالمزارع انتوعها يعني تحكم فالسوق تطلعو وقت مابغات تنزلون الارض وقت مابغات ماشي حبا فالمواطن المستهلك باش تهرس فالمربي العادي ويبيع ليها المزرعه تزيد تتحكم فالسوق,négatif,الشركه الكوفيديراليه حاليا مزارعها شرات مزارع المربين تهرسو تبيع الفلوس 10 12 الدرهم للمربي العادي طايح دراهم تربي فالمزارع انتوعها يعني تحكم فالسوق تطلعو وقت مابغات تنزلون الارض وقت مابغات ماشي حبا فالمواطن المستهلك باش تهرس فالمربي العادي ويبيع ليها المزرعه تزيد تتحكم فالسوق,"['الشركه', 'الكوفيديراليه', 'حاليا', 'مزارعها', 'شرات', 'مزارع', 'المربين', 'تهرسو', 'تبيع', 'الفلوس', '10', '12', 'الدرهم', 'للمربي', 'العادي', 'طايح', 'دراهم', 'تربي', 'فالمزارع', 'انتوعها', 'يعني', 'تحكم', 'فالسوق', 'تطلعو', 'وقت', 'مابغات', 'تنزلون', 'الارض', 'وقت', 'مابغات', 'ماشي', 'حبا', 'فالمواطن', 'المستهلك', 'باش', 'تهرس', 'فالمربي', 'العادي', 'ويبيع', 'ليها', 'المزرعه', 'تزيد', 'تتحكم', 'فالسوق']"
27093,الدواجن لحوم بيضاء ابا سونگا لحوم حمراء,neutre,الدواجن لحوم بيضاء ابا سونگا لحوم حمراء,"['الدواجن', 'لحوم', 'بيضاء', 'ابا', 'سونگا', 'لحوم', 'حمراء']"
27094,الله يعطيك الصحهبحث مفصل ومتناسق ومنطقيتفهم بزز منكوالله يخلص علي فعايلو,positif,الله يعطيك الصحهبحث مفصل ومتناسق ومنطقيتفهم بزز منكوالله يخلص علي فعايلو,"['الله', 'يعطيك', 'الصحهبحث', 'مفصل', 'ومتناسق', 'ومنطقيتفهم', 'بزز', 'منكوالله', 'يخلص', 'علي', 'فعايلو']"
27095,حتي طاحت الشتاء باليك الموضوع ياللعجب,négatif,حتي طاحت الشتاء باليك الموضوع ياللعجب,"['حتي', 'طاحت', 'الشتاء', 'باليك', 'الموضوع', 'ياللعجب']"
27096,2649,neutre,2649,['2649']
27097,الاعيان كايجيبو الاصوات فالانتخابات لدوك الديناصورات السياسيه كانشوفوهم فكل فتره حكوميه,négatif,الاعيان كايجيبو الاصوات فالانتخابات لدوك الديناصورات السياسيه كانشوفوهم فكل فتره حكوميه,"['الاعيان', 'كايجيبو', 'الاصوات', 'فالانتخابات', 'لدوك', 'الديناصورات', 'السياسيه', 'كانشوفوهم', 'فكل', 'فتره', 'حكوميه']"
27098,احسنت حلقه موضوعيه ،هاكا كنتي ونتمناو تبقا فنفس النهج وماتبيعش الماتش,positif,احسنت حلقه موضوعيه ،هاكا كنتي ونتمناو تبقا فنفس النهج وماتبيعش الماتش,"['احسنت', 'حلقه', 'موضوعيه', '،هاكا', 'كنتي', 'ونتمناو', 'تبقا', 'فنفس', 'النهج', 'وماتبيعش', 'الماتش']"
